age,capital_gain,capital_loss,education,final_weight,hours_worked_per_week,marital_status,native_country,occupation,race,relationship,is_male,workclass,over_threshold
34,0.0,1902.0,10,164190,38,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
64,0.0,0.0,6,152172,40,Married-civ-spouse,?,Machine-op-inspct,White,Wife,True,Local-gov,0
33,0.0,0.0,9,159303,40,Divorced,United-States,Other-service,White,Unmarried,False,Private,0
17,0.0,0.0,7,117549,35,Never-married,United-States,Sales,Black,Own-child,False,Private,0
62,0.0,0.0,9,352156,40,Married-civ-spouse,United-States,?,White,Husband,True,?,0
29,0.0,0.0,13,231148,50,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
20,0.0,0.0,6,112387,40,Never-married,United-States,Craft-repair,White,Own-child,True,Private,0
47,0.0,0.0,9,97176,40,Divorced,United-States,Adm-clerical,White,Unmarried,False,Private,0
74,0.0,0.0,9,161387,16,Divorced,United-States,Handlers-cleaners,White,Not-in-family,False,Private,0
19,0.0,0.0,7,294029,32,Never-married,Nicaragua,Sales,Other,Own-child,False,Private,0
43,0.0,0.0,6,487770,40,Married-civ-spouse,United-States,Other-service,White,Husband,True,Local-gov,0
55,0.0,0.0,10,219074,55,Divorced,United-States,Adm-clerical,Black,Not-in-family,False,Local-gov,1
25,0.0,0.0,9,406955,40,Never-married,United-States,Adm-clerical,White,Other-relative,False,Federal-gov,0
57,0.0,0.0,11,186361,40,Never-married,United-States,Other-service,White,Own-child,False,Private,0
40,0.0,0.0,10,197033,50,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
48,0.0,0.0,14,187563,54,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
44,0.0,1902.0,13,325461,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
32,0.0,0.0,12,294121,50,Divorced,United-States,Machine-op-inspct,White,Not-in-family,False,Private,0
33,0.0,0.0,9,123031,40,Married-spouse-absent,United-States,Adm-clerical,Amer-Indian-Eskimo,Unmarried,True,Private,0
35,0.0,0.0,9,182898,40,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,Federal-gov,0
54,0.0,0.0,9,153486,56,Divorced,United-States,Transport-moving,White,Not-in-family,True,Private,1
31,0.0,0.0,10,208657,40,Divorced,United-States,Adm-clerical,White,Unmarried,False,Private,0
30,0.0,0.0,13,99928,40,Never-married,United-States,Sales,White,Not-in-family,False,Private,0
49,4787.0,0.0,9,28171,40,Divorced,United-States,Tech-support,White,Not-in-family,True,Private,1
24,1151.0,0.0,10,187397,40,Never-married,United-States,Protective-serv,Other,Unmarried,True,Local-gov,0
24,0.0,0.0,10,165064,40,Never-married,United-States,Handlers-cleaners,White,Not-in-family,True,Private,0
67,20051.0,0.0,14,195161,60,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
43,0.0,0.0,9,413297,45,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
25,0.0,0.0,10,231714,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0
20,0.0,0.0,10,81145,25,Never-married,United-States,Sales,White,Not-in-family,False,Private,0
21,0.0,0.0,10,240063,25,Never-married,United-States,Handlers-cleaners,White,Own-child,True,Private,0
36,0.0,0.0,9,20469,40,Divorced,United-States,Adm-clerical,Amer-Indian-Eskimo,Unmarried,False,Federal-gov,0
25,0.0,0.0,9,206002,40,Divorced,United-States,Tech-support,White,Unmarried,False,Local-gov,0
42,1151.0,0.0,9,184018,50,Divorced,United-States,Sales,White,Unmarried,True,Self-emp-inc,0
76,0.0,0.0,10,98695,20,Divorced,United-States,Adm-clerical,White,Not-in-family,False,Private,0
34,0.0,0.0,10,132544,99,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,0
33,0.0,0.0,13,116294,40,Never-married,United-States,Prof-specialty,White,Own-child,False,Private,1
60,0.0,0.0,7,90915,40,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Self-emp-inc,1
40,0.0,0.0,10,226585,35,Married-civ-spouse,United-States,Adm-clerical,White,Wife,False,Private,1
17,0.0,0.0,6,144114,40,Never-married,United-States,?,White,Own-child,True,?,0
25,0.0,0.0,7,104614,40,Never-married,United-States,?,White,Unmarried,False,?,0
45,0.0,0.0,10,186410,38,Divorced,United-States,Adm-clerical,White,Not-in-family,True,Private,0
42,0.0,0.0,10,45156,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
40,0.0,0.0,13,116632,80,Divorced,United-States,Sales,White,Own-child,True,Private,0
30,0.0,0.0,5,316470,40,Married-spouse-absent,Mexico,Farming-fishing,White,Not-in-family,True,Private,0
52,0.0,2377.0,9,222405,40,Married-civ-spouse,United-States,Sales,Black,Husband,True,Private,0
35,0.0,0.0,12,223725,65,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,State-gov,0
27,0.0,0.0,13,89813,40,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Private,0
50,0.0,0.0,9,87263,55,Married-civ-spouse,United-States,?,White,Husband,True,?,1
36,0.0,0.0,14,196529,40,Married-civ-spouse,United-States,Prof-specialty,White,Wife,False,Local-gov,1
36,0.0,0.0,10,191146,38,Divorced,United-States,Sales,Black,Unmarried,False,Private,0
26,0.0,0.0,10,53598,40,Never-married,United-States,Adm-clerical,White,Not-in-family,False,Private,0
36,0.0,0.0,7,359397,40,Married-civ-spouse,United-States,Handlers-cleaners,Other,Husband,True,Private,0
28,0.0,0.0,13,192932,40,Divorced,United-States,Adm-clerical,White,Not-in-family,False,Private,0
50,0.0,0.0,15,321822,75,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-inc,1
33,0.0,0.0,9,198613,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
41,0.0,0.0,10,149576,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
28,0.0,0.0,13,175710,30,Never-married,?,Adm-clerical,White,Not-in-family,False,Private,0
20,0.0,0.0,10,188274,10,Never-married,United-States,Prof-specialty,White,Own-child,True,Self-emp-not-inc,0
18,0.0,0.0,10,42857,20,Never-married,United-States,Sales,White,Own-child,False,Private,0
47,5178.0,0.0,10,235108,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
45,0.0,0.0,13,83064,50,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,0
41,0.0,0.0,8,407425,40,Divorced,United-States,Machine-op-inspct,Black,Not-in-family,False,Private,0
54,0.0,0.0,10,115912,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
34,0.0,0.0,9,290763,40,Divorced,United-States,Handlers-cleaners,White,Own-child,False,Private,0
33,0.0,0.0,10,513977,40,Married-civ-spouse,United-States,Tech-support,Black,Husband,True,Private,0
44,0.0,0.0,12,116632,40,Never-married,United-States,Farming-fishing,White,Own-child,True,Private,0
44,99999.0,0.0,15,282722,50,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-not-inc,1
39,0.0,0.0,9,111129,40,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,True,Private,0
38,0.0,0.0,14,139770,48,Married-civ-spouse,United-States,?,White,Wife,False,?,1
33,0.0,0.0,13,229732,45,Never-married,United-States,Sales,White,Not-in-family,True,Private,1
19,0.0,0.0,10,307496,16,Never-married,United-States,Other-service,White,Own-child,False,Private,0
61,0.0,0.0,7,77072,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Local-gov,1
55,0.0,0.0,13,141807,60,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-inc,1
24,0.0,0.0,10,283806,40,Never-married,United-States,Other-service,White,Not-in-family,False,Private,0
38,0.0,0.0,10,155222,28,Divorced,United-States,Machine-op-inspct,Black,Not-in-family,False,Private,0
25,0.0,0.0,10,63062,60,Never-married,United-States,Farming-fishing,White,Own-child,True,Private,0
37,0.0,0.0,5,159917,25,Separated,United-States,Other-service,White,Unmarried,False,Private,0
33,7688.0,0.0,14,43959,50,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Local-gov,1
39,0.0,0.0,6,185405,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
45,0.0,0.0,13,174794,56,Separated,Germany,Prof-specialty,White,Unmarried,False,Private,0
46,0.0,1977.0,10,167515,50,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
57,0.0,0.0,6,327901,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-not-inc,0
24,0.0,0.0,10,165201,45,Married-civ-spouse,United-States,Adm-clerical,White,Wife,False,State-gov,0
48,0.0,0.0,10,259873,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,0
38,0.0,0.0,3,248445,40,Married-civ-spouse,Mexico,Machine-op-inspct,White,Husband,True,Private,0
26,0.0,0.0,9,102476,50,Never-married,United-States,Craft-repair,White,Own-child,True,Self-emp-not-inc,0
32,0.0,0.0,9,304212,50,Never-married,United-States,Exec-managerial,White,Not-in-family,True,State-gov,0
63,0.0,0.0,7,319121,40,Separated,United-States,?,Black,Not-in-family,True,?,0
35,0.0,1876.0,13,26987,45,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Local-gov,0
52,0.0,0.0,7,196894,40,Separated,United-States,Handlers-cleaners,White,Unmarried,True,Private,0
37,0.0,1340.0,13,405284,42,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Private,0
25,7688.0,0.0,11,99126,40,Married-civ-spouse,United-States,Prof-specialty,White,Wife,False,Private,1
60,0.0,0.0,9,95490,45,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-not-inc,0
20,0.0,0.0,9,270436,40,Never-married,United-States,Machine-op-inspct,White,Own-child,True,Private,0
33,0.0,0.0,13,37939,35,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-not-inc,0
42,0.0,0.0,4,193537,35,Married-spouse-absent,Puerto-Rico,Other-service,White,Not-in-family,False,Local-gov,0
31,0.0,0.0,10,156192,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
17,0.0,0.0,5,60562,20,Never-married,United-States,Other-service,White,Own-child,False,Private,0
36,0.0,0.0,14,165799,50,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
34,0.0,0.0,10,148508,40,Divorced,United-States,Tech-support,White,Not-in-family,False,Federal-gov,0
71,11678.0,0.0,13,182395,45,Never-married,United-States,Craft-repair,White,Not-in-family,True,Private,1
20,0.0,0.0,12,176262,20,Never-married,United-States,Adm-clerical,White,Own-child,False,Private,0
28,0.0,0.0,5,365745,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
38,0.0,0.0,9,183585,40,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Private,0
18,0.0,0.0,6,150675,40,Never-married,United-States,Sales,White,Own-child,True,Private,0
20,0.0,0.0,9,238917,40,Never-married,El-Salvador,Craft-repair,White,Other-relative,True,Private,0
33,0.0,0.0,9,256211,40,Married-civ-spouse,South,Machine-op-inspct,Asian-Pac-Islander,Husband,True,Private,0
23,0.0,0.0,9,33016,40,Never-married,United-States,Craft-repair,White,Not-in-family,True,Private,0
25,0.0,0.0,10,138765,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0
48,0.0,0.0,10,141483,40,Divorced,United-States,Exec-managerial,White,Unmarried,False,Private,0
75,0.0,0.0,6,254167,60,Widowed,United-States,Priv-house-serv,White,Not-in-family,False,Private,0
25,0.0,0.0,13,167835,38,Married-civ-spouse,United-States,Prof-specialty,White,Wife,False,Local-gov,1
41,3103.0,0.0,10,293485,40,Married-civ-spouse,United-States,Adm-clerical,White,Wife,False,State-gov,1
30,0.0,0.0,13,195447,50,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
66,0.0,0.0,10,298834,40,Married-civ-spouse,Canada,Protective-serv,White,Husband,True,Private,0
54,0.0,0.0,10,186884,30,Married-civ-spouse,United-States,Transport-moving,Black,Husband,True,Local-gov,0
26,0.0,0.0,9,366889,40,Never-married,United-States,Transport-moving,White,Not-in-family,True,Private,0
40,0.0,0.0,13,238329,45,Never-married,United-States,Sales,White,Not-in-family,False,Private,0
59,0.0,0.0,9,316027,45,Married-civ-spouse,Cuba,Other-service,White,Husband,True,Private,0
69,0.0,0.0,4,41419,20,Married-civ-spouse,United-States,Other-service,White,Husband,True,Private,0
30,0.0,0.0,14,156464,45,Never-married,United-States,Prof-specialty,White,Not-in-family,True,Private,1
35,0.0,0.0,9,242094,40,Married-civ-spouse,United-States,Other-service,Black,Other-relative,True,Private,0
28,0.0,0.0,8,33035,30,Divorced,United-States,Other-service,White,Unmarried,False,Self-emp-not-inc,0
35,0.0,0.0,10,62669,55,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
22,0.0,2205.0,12,289448,30,Never-married,Philippines,Adm-clerical,Asian-Pac-Islander,Own-child,False,Private,0
34,0.0,0.0,14,189759,40,Never-married,United-States,Prof-specialty,White,Not-in-family,True,Private,0
63,0.0,0.0,9,165775,21,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,0
48,0.0,0.0,7,300851,56,Married-civ-spouse,United-States,Machine-op-inspct,Black,Husband,True,Private,0
40,0.0,0.0,10,340797,40,Never-married,United-States,Machine-op-inspct,Black,Not-in-family,False,Private,0
24,0.0,0.0,10,99829,40,Never-married,United-States,?,White,Own-child,False,?,0
35,0.0,0.0,9,180419,40,Never-married,United-States,Machine-op-inspct,White,Not-in-family,True,Private,0
36,0.0,0.0,10,104858,56,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Private,1
52,0.0,0.0,9,182907,55,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0
24,0.0,0.0,11,177526,40,Never-married,United-States,Craft-repair,White,Own-child,True,Private,0
24,0.0,0.0,9,247564,40,Never-married,United-States,Craft-repair,White,Not-in-family,True,Private,0
43,0.0,0.0,13,115932,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
26,0.0,0.0,10,18827,40,Never-married,United-States,Transport-moving,White,Not-in-family,True,Private,0
60,0.0,0.0,9,26756,50,Widowed,United-States,Sales,White,Not-in-family,False,Private,0
51,0.0,0.0,9,93193,40,Divorced,United-States,Prof-specialty,White,Not-in-family,False,Private,0
41,0.0,0.0,10,242586,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Local-gov,0
19,0.0,0.0,10,43285,20,Never-married,United-States,Adm-clerical,White,Own-child,False,Private,0
64,0.0,0.0,2,260082,40,Married-civ-spouse,Cuba,Machine-op-inspct,White,Husband,True,Private,0
39,0.0,0.0,12,352248,40,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,Private,0
48,0.0,0.0,9,108699,40,Never-married,United-States,Adm-clerical,White,Not-in-family,False,Private,0
26,0.0,0.0,11,171928,50,Never-married,Japan,Craft-repair,White,Own-child,True,Federal-gov,0
67,0.0,0.0,9,36876,40,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Self-emp-not-inc,0
34,0.0,0.0,10,51543,48,Never-married,United-States,Other-service,White,Not-in-family,True,Local-gov,0
45,0.0,0.0,4,96100,40,Married-civ-spouse,United-States,Machine-op-inspct,Black,Husband,True,Private,0
58,0.0,2179.0,2,266707,18,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Self-emp-not-inc,0
62,0.0,0.0,9,54878,25,Widowed,United-States,?,White,Not-in-family,False,?,0
29,0.0,0.0,9,197932,40,Married-civ-spouse,Mexico,Handlers-cleaners,White,Wife,False,Private,1
31,0.0,0.0,9,121321,40,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Private,0
65,0.0,0.0,9,224357,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-inc,0
51,0.0,0.0,9,173987,48,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
24,0.0,0.0,5,216889,45,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-not-inc,0
64,0.0,0.0,9,278515,40,Divorced,United-States,Adm-clerical,Black,Unmarried,False,Private,0
46,3103.0,0.0,13,120131,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
29,0.0,0.0,13,267989,50,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,State-gov,1
46,0.0,0.0,10,128645,40,Divorced,United-States,Prof-specialty,White,Not-in-family,False,Private,0
19,0.0,0.0,10,159269,18,Never-married,United-States,Other-service,White,Own-child,True,Private,0
40,0.0,0.0,9,183765,40,Married-civ-spouse,United-States,Other-service,White,Husband,True,Private,0
25,0.0,0.0,9,184569,45,Never-married,United-States,Handlers-cleaners,White,Other-relative,True,Private,0
23,0.0,0.0,9,179413,40,Never-married,United-States,Craft-repair,White,Unmarried,True,Private,0
35,0.0,0.0,10,146042,40,Divorced,United-States,Machine-op-inspct,Amer-Indian-Eskimo,Not-in-family,True,Private,0
55,0.0,0.0,6,258648,40,Widowed,United-States,Transport-moving,White,Not-in-family,True,Self-emp-inc,0
35,0.0,0.0,10,105813,40,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,True,Private,0
50,0.0,0.0,9,113176,40,Divorced,United-States,Adm-clerical,White,Not-in-family,False,Private,0
36,0.0,0.0,14,110998,40,Widowed,India,Tech-support,Asian-Pac-Islander,Unmarried,False,Private,0
44,0.0,0.0,14,190532,55,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Private,0
55,0.0,0.0,11,26290,38,Widowed,United-States,Exec-managerial,Amer-Indian-Eskimo,Not-in-family,False,State-gov,0
37,0.0,0.0,9,119929,47,Never-married,United-States,Sales,White,Not-in-family,True,Private,0
28,0.0,0.0,9,44216,40,Never-married,United-States,Protective-serv,Amer-Indian-Eskimo,Unmarried,False,Private,0
22,0.0,0.0,6,203076,40,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,True,Private,0
49,0.0,0.0,10,174702,35,Never-married,United-States,?,White,Not-in-family,True,?,0
24,0.0,0.0,13,215115,40,Never-married,?,Tech-support,White,Own-child,False,Federal-gov,0
29,0.0,0.0,10,205499,45,Married-civ-spouse,United-States,Protective-serv,White,Husband,True,Private,0
30,0.0,0.0,7,366876,40,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0
36,0.0,0.0,9,137492,40,Divorced,United-States,?,Black,Unmarried,False,?,0
24,0.0,0.0,12,236769,40,Never-married,United-States,Exec-managerial,White,Own-child,True,Private,0
20,0.0,0.0,7,238685,40,Divorced,United-States,?,White,Not-in-family,False,?,0
56,0.0,0.0,9,318329,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0
48,3103.0,0.0,9,188432,46,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,1
31,0.0,0.0,9,114691,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,1
43,8614.0,0.0,9,112763,43,Never-married,United-States,Adm-clerical,White,Unmarried,False,Private,1
76,0.0,0.0,5,178665,30,Married-civ-spouse,United-States,Other-service,White,Husband,True,Local-gov,0
36,0.0,0.0,9,203482,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0
45,0.0,0.0,13,137946,50,Divorced,United-States,Sales,White,Not-in-family,True,Private,0
72,0.0,0.0,10,131699,6,Widowed,United-States,Adm-clerical,White,Not-in-family,False,Private,0
46,15024.0,0.0,13,312088,38,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
25,0.0,0.0,7,132749,12,Divorced,United-States,Other-service,White,Unmarried,False,Private,0
22,0.0,0.0,9,192017,40,Never-married,United-States,Adm-clerical,White,Own-child,True,Private,0
63,0.0,0.0,11,158609,8,Widowed,United-States,Adm-clerical,White,Unmarried,False,Private,0
38,0.0,0.0,14,150057,50,Married-civ-spouse,Poland,Craft-repair,White,Husband,True,Private,0
19,0.0,0.0,10,219300,25,Never-married,United-States,Sales,White,Own-child,False,Private,0
32,0.0,0.0,9,128016,20,Married-spouse-absent,United-States,Other-service,White,Unmarried,False,Private,0
21,0.0,0.0,10,27162,16,Never-married,United-States,Other-service,White,Own-child,False,Private,0
22,0.0,0.0,10,41763,40,Never-married,United-States,Prof-specialty,White,Not-in-family,True,Private,0
44,0.0,0.0,15,197558,70,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-not-inc,1
55,0.0,2415.0,13,114495,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-inc,1
29,0.0,0.0,10,192283,20,Never-married,United-States,Other-service,White,Other-relative,False,Private,0
20,0.0,0.0,9,371089,40,Never-married,United-States,?,White,Own-child,False,?,0
26,0.0,0.0,9,201930,50,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-not-inc,0
52,0.0,0.0,14,180142,45,Married-civ-spouse,United-States,Tech-support,White,Husband,True,Private,0
35,0.0,0.0,7,538583,40,Separated,United-States,Transport-moving,Black,Not-in-family,True,Private,0
25,0.0,0.0,9,169679,40,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0
38,0.0,0.0,10,323269,40,Married-civ-spouse,United-States,Other-service,Black,Wife,False,Private,0
54,0.0,0.0,10,114520,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-not-inc,0
57,0.0,0.0,6,180920,43,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
22,0.0,0.0,10,123727,30,Never-married,United-States,Handlers-cleaners,White,Not-in-family,False,Private,0
20,0.0,625.0,5,134815,40,Never-married,United-States,Craft-repair,White,Unmarried,True,Self-emp-inc,0
41,0.0,0.0,13,118619,50,Married-civ-spouse,United-States,Exec-managerial,Black,Husband,True,Private,0
30,0.0,0.0,9,77266,60,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
39,0.0,0.0,6,290321,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0
41,0.0,0.0,10,106982,40,Divorced,United-States,Prof-specialty,White,Unmarried,False,Federal-gov,1
25,0.0,0.0,10,191921,40,Never-married,United-States,Transport-moving,White,Own-child,True,Private,0
32,0.0,0.0,13,193042,44,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,0
54,0.0,0.0,13,229983,36,Divorced,United-States,Prof-specialty,White,Not-in-family,False,Private,0
40,0.0,0.0,13,51233,38,Divorced,United-States,Machine-op-inspct,White,Unmarried,False,Private,0
25,0.0,0.0,9,358975,35,Never-married,United-States,Other-service,White,Not-in-family,False,Private,0
50,0.0,0.0,14,220640,50,Divorced,United-States,Prof-specialty,Amer-Indian-Eskimo,Not-in-family,False,Local-gov,1
67,0.0,0.0,7,190340,40,Married-civ-spouse,United-States,?,White,Husband,True,?,0
20,0.0,0.0,9,206215,40,Never-married,United-States,Adm-clerical,White,Own-child,False,Private,0
62,0.0,0.0,9,177295,40,Widowed,United-States,Adm-clerical,White,Unmarried,False,Federal-gov,0
23,0.0,0.0,13,235853,22,Never-married,United-States,Tech-support,White,Not-in-family,True,State-gov,0
52,0.0,0.0,6,245275,35,Married-civ-spouse,United-States,Other-service,White,Wife,False,Private,0
17,0.0,0.0,6,294485,30,Never-married,United-States,Other-service,White,Own-child,True,Private,0
42,0.0,0.0,14,160369,50,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,State-gov,1
59,0.0,0.0,14,171355,55,Divorced,United-States,Prof-specialty,White,Unmarried,True,Self-emp-inc,0
33,0.0,0.0,4,159574,45,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,Private,0
65,0.0,0.0,9,205024,8,Married-civ-spouse,United-States,Other-service,White,Husband,True,Local-gov,0
42,0.0,0.0,10,433170,60,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
31,0.0,0.0,9,49923,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-inc,0
25,0.0,0.0,13,310864,40,Never-married,?,Tech-support,Black,Not-in-family,True,Private,0
32,2174.0,0.0,9,107793,40,Divorced,United-States,Other-service,White,Own-child,True,Private,0
34,0.0,0.0,13,177675,55,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Local-gov,1
41,0.0,0.0,10,152629,40,Married-civ-spouse,United-States,Tech-support,White,Husband,True,Private,1
34,0.0,1669.0,9,185041,45,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Private,0
61,0.0,0.0,9,27086,40,Divorced,United-States,Transport-moving,White,Not-in-family,True,Private,0
37,0.0,0.0,13,215392,40,Divorced,United-States,Prof-specialty,White,Not-in-family,False,Private,0
20,0.0,0.0,10,163665,17,Never-married,United-States,Transport-moving,White,Own-child,False,Private,0
45,0.0,0.0,6,155093,38,Divorced,Dominican-Republic,Other-service,Black,Not-in-family,False,Private,0
29,0.0,0.0,13,382272,40,Never-married,United-States,Craft-repair,White,Not-in-family,True,State-gov,0
62,0.0,0.0,9,160062,44,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,State-gov,0
27,0.0,0.0,11,238859,40,Never-married,United-States,Craft-repair,White,Not-in-family,True,Private,0
33,0.0,0.0,9,90668,40,Never-married,United-States,Adm-clerical,White,Not-in-family,False,Private,0
29,0.0,0.0,4,255476,30,Never-married,Mexico,Handlers-cleaners,White,Own-child,True,Private,0
55,0.0,0.0,5,176012,23,Married-civ-spouse,United-States,Tech-support,White,Wife,False,Private,0
27,0.0,0.0,9,157624,40,Separated,United-States,?,White,Other-relative,False,?,0
42,0.0,0.0,9,33795,45,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-not-inc,0
30,0.0,0.0,11,131584,60,Never-married,United-States,Craft-repair,White,Own-child,True,Self-emp-not-inc,0
39,0.0,0.0,10,303677,15,Divorced,United-States,Exec-managerial,White,Unmarried,False,Private,0
29,0.0,0.0,10,75435,40,Married-civ-spouse,United-States,Prof-specialty,Amer-Indian-Eskimo,Husband,True,Self-emp-not-inc,0
36,0.0,0.0,9,102864,40,Never-married,United-States,Machine-op-inspct,White,Own-child,False,Private,0
20,0.0,0.0,10,181032,40,Never-married,United-States,Machine-op-inspct,White,Own-child,False,Private,0
47,0.0,0.0,13,103540,50,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Local-gov,1
19,0.0,0.0,9,202102,40,Never-married,United-States,Sales,White,Not-in-family,False,Private,0
76,0.0,0.0,4,237624,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-not-inc,0
60,0.0,0.0,9,85413,44,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,1
43,15024.0,0.0,10,130126,45,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-inc,1
53,0.0,0.0,10,215990,35,Married-civ-spouse,United-States,Other-service,White,Husband,True,Local-gov,0
39,0.0,0.0,15,202027,45,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
45,5455.0,0.0,12,189890,38,Divorced,United-States,Prof-specialty,White,Unmarried,False,Private,0
42,0.0,0.0,10,201723,40,Never-married,United-States,Craft-repair,White,Not-in-family,True,Local-gov,0
58,0.0,0.0,9,49159,40,Married-civ-spouse,United-States,Adm-clerical,White,Wife,False,Private,1
24,0.0,2001.0,9,210029,37,Never-married,United-States,Adm-clerical,White,Not-in-family,False,Private,0
34,0.0,0.0,9,21755,63,Married-civ-spouse,United-States,Farming-fishing,Amer-Indian-Eskimo,Husband,True,Private,0
36,0.0,0.0,13,153078,60,Married-civ-spouse,?,Exec-managerial,Asian-Pac-Islander,Husband,True,Private,1
35,0.0,2051.0,10,67728,45,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
59,0.0,0.0,9,31137,70,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Self-emp-not-inc,0
50,0.0,0.0,11,198362,40,Widowed,United-States,Exec-managerial,White,Unmarried,False,Private,0
